date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:47:31	33127/33127	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-8167%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/layouts-container.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/layouts-container.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:31	4146/4146	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-1032%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/layouts-blank.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/layouts-blank.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:32	42139/42139	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-a49b%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-account-settings-account.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-account-settings-account.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:32	38274/38274	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-9582%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-account-settings-notifications.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-account-settings-notifications.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:33	41123/41123	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-a0a3%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-account-settings-connections.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-account-settings-connections.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:33	10131/10131	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-2793%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/auth-login-basic.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/auth-login-basic.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:33	10181/10181	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-27c5%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/auth-register-basic.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/auth-register-basic.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:33	9055/9055	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-235f%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/auth-forgot-password-basic.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/auth-forgot-password-basic.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:34	4867/4867	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-1303%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-misc-error.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-misc-error.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:34	4869/4869	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-1305%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-misc-under-maintenance.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/pages-misc-under-maintenance.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:34	55277/55277	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-d7ed%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/cards-basic.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/cards-basic.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:35	38068/38068	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-94b4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-accordion.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-accordion.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:35	35789/35789	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-8bcd%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-alerts.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-alerts.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:35	39489/39489	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-9a41%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-badges.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-badges.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:36	48997/48997	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-bf65%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-buttons.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-buttons.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:36	37044/37044	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-90b4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-carousel.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-carousel.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:36	37000/37000	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-9088%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-collapse.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-collapse.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:36	67278/67278	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-106ce%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-dropdowns.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-dropdowns.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:37	35315/35315	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-89f3%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-footer.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-footer.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:37	48756/48756	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-be74%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-list-groups.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-list-groups.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:37	64832/64832	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-fd40%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-modals.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-modals.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:38	37599/37599	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-92df%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-navbar.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-navbar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:38	42882/42882	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-a782%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-offcanvas.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-offcanvas.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:38	43239/43239	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-a8e7%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-pagination-breadcrumbs.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-pagination-breadcrumbs.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:39	41471/41471	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-a1ff%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-progress.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-progress.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:39	37035/37035	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-90ab%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-spinners.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-spinners.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:39	44735/44735	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-aebf%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-tabs-pills.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-tabs-pills.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:40	44753/44753	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-aed1%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-toasts.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-toasts.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:40	36490/36490	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-8e8a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-tooltips-popovers.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-tooltips-popovers.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:40	45906/45906	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-b352%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-typography.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/ui-typography.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:41	38550/38550	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-9696%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/extended-ui-perfect-scrollbar.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/extended-ui-perfect-scrollbar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:41	36083/36083	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-8cf3%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/extended-ui-text-divider.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/extended-ui-text-divider.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:41	38647/38647	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-96f7%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/icons-boxicons.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/icons-boxicons.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:42	50779/50779	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-c65b%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/forms-basic-inputs.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/forms-basic-inputs.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:42	51317/51317	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-c875%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/forms-input-groups.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/forms-input-groups.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:42	37745/37745	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-9371%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/form-layouts-vertical.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/form-layouts-vertical.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:43	38988/38988	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-984c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/form-layouts-horizontal.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/form-layouts-horizontal.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:43	139562/139562	---MCZ	200	added ('OK')	text/html	etag:W/%2266a251f8-2212a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/tables-basic.html	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/tables-basic.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:44	14015/14015	---M--	200	added ('OK')	image/png	etag:%2266a251f8-36bf%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/avatars/1.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/avatars/1.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:44	21060/21060	---M--	200	added ('OK')	image/png	etag:%2266a251f8-5244%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/illustrations/man-with-laptop.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/illustrations/man-with-laptop.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:44	611/611	---M--	200	added ('OK')	image/png	etag:%2266a251f8-263%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/chart-success.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/chart-success.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:45	696/696	---M--	200	added ('OK')	image/png	etag:%2266a251f8-2b8%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/wallet-info.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/wallet-info.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:45	843/843	---M--	200	added ('OK')	image/png	etag:%2266a251f8-34b%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/paypal.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/paypal.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:45	624/624	---M--	200	added ('OK')	image/png	etag:%2266a251f8-270%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/cc-primary.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/cc-primary.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:46	731/731	---M--	200	added ('OK')	image/png	etag:%2266a251f8-2db%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/wallet.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/wallet.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:46	870/870	---M--	200	added ('OK')	image/png	etag:%2266a251f8-366%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/chart.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/chart.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:46	629/629	---M--	200	added ('OK')	image/png	etag:%2266a251f8-275%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/cc-warning.png	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/img/icons/unicons/cc-warning.png	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:47	88156/88156	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-1585c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/jquery/jquery.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/jquery/jquery.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:48	20824/20824	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-5158%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/popper/popper.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/popper/popper.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:48	98778/98778	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-181da%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/js/bootstrap.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/js/bootstrap.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:48	19622/19622	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-4ca6%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:49	13312/13312	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-3400%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/js/menu.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/js/menu.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:50	1695/1695	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-69f%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/js/main.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/js/main.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:50	487740/487740	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-7713c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/apex-charts/apexcharts.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/vendor/libs/apex-charts/apexcharts.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:50	7422/7422	---M--	200	added ('OK')	application/javascript	etag:%2266a251f8-1cfe%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/js/dashboards-analytics.js	C:/Users/Stania/Documents/sneat/demos.themeselection.com/sneat-bootstrap-html-admin-template-free/assets/js/dashboards-analytics.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
05:47:51	19446/19446	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267b2efee-4bf6%22	https://buttons.github.io/buttons.js	C:/Users/Stania/Documents/sneat/buttons.github.io/buttons.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template-free/html/)
